state_fips,state,county,crops
13,Georgia,DeKalb,Alfalfa:2; Apples:6; Blueberries:5; Cabbage:2; Canola:1; Clover/Wildflowers:2; Corn:26; Cotton:11; Grapes:1; Greens:2; Herbs:2; Millet:9; Oats:22; Other_Hay/Non_Alfalfa:11; Peaches:10; Peanuts:5; Pecans:8; Peppers:1; Rye:8; Sorghum:15; Soybeans:30; Strawberries:1; Sunflower:1; Sweet_Corn:2; Tomatoes:2; Winter_Wheat:11
13,Georgia,Decatur,Alfalfa:7; Apples:3; Barley:1; Blueberries:12; Broccoli:7; Cabbage:6; Canola:1; Cantaloupes:6; Carrots:1; Citrus:6; Clover/Wildflowers:6; Corn:37; Cotton:24; Cucumbers:5; Dry_Beans:7; Eggplants:1; Grapes:11; Greens:7; Herbs:6; Millet:12; Oats:32; Onions:2; Oranges:7; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:12; Peas:12; Pecans:12; Peppers:5; Plums:2; Potatoes:3; Rape_Seed:1; Rye:12; Sorghum:22; Soybeans:39; Squash:6; Strawberries:3; Sunflower:11; Sweet_Corn:9; Sweet_Potatoes:2; Tobacco:5; Tomatoes:4; Triticale:5; Turnips:1; Winter_Wheat:12
13,Georgia,Dodge,Alfalfa:7; Barley:1; Blueberries:12; Broccoli:3; Cabbage:5; Canola:4; Cantaloupes:4; Carrots:2; Citrus:6; Clover/Wildflowers:8; Corn:40; Cotton:24; Cucumbers:7; Dry_Beans:9; Eggplants:1; Garlic:1; Grapes:11; Greens:6; Herbs:8; Honeydew_Melons:1; Millet:12; Oats:36; Olives:11; Onions:9; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:12; Pears:2; Peas:12; Pecans:12; Peppers:5; Plums:2; Potatoes:2; Pumpkins:1; Rape_Seed:1; Rye:12; Sorghum:24; Soybeans:40; Squash:6; Strawberries:5; Sunflower:12; Sweet_Corn:7; Sweet_Potatoes:3; Tobacco:9; Tomatoes:1; Triticale:11; Winter_Wheat:12
13,Georgia,Dooly,Alfalfa:9; Barley:1; Blueberries:12; Broccoli:5; Cabbage:6; Canola:3; Cantaloupes:9; Carrots:1; Citrus:6; Clover/Wildflowers:9; Corn:45; Cotton:24; Cucumbers:6; Dry_Beans:9; Eggplants:2; Grapes:9; Greens:8; Herbs:8; Honeydew_Melons:1; Millet:12; Oats:35; Olives:10; Onions:1; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Pears:1; Peas:11; Pecans:12; Peppers:6; Plums:4; Potatoes:2; Pumpkins:2; Rape_Seed:1; Rice:1; Rye:12; Sorghum:24; Soybeans:46; Squash:6; Strawberries:3; Sugarcane:1; Sunflower:12; Sweet_Corn:8; Tobacco:7; Tomatoes:2; Triticale:6; Winter_Wheat:12
13,Georgia,Dougherty,Alfalfa:8; Barley:1; Blueberries:11; Broccoli:5; Cabbage:5; Caneberries:1; Canola:2; Cantaloupes:7; Citrus:5; Clover/Wildflowers:7; Corn:33; Cotton:24; Cucumbers:6; Dry_Beans:6; Grapes:8; Greens:8; Herbs:9; Millet:12; Oats:27; Olives:1; Onions:4; Oranges:6; Other_Hay/Non_Alfalfa:12; Peaches:10; Peanuts:12; Peas:9; Pecans:12; Peppers:4; Plums:2; Potatoes:4; Rye:12; Sorghum:23; Soybeans:36; Squash:7; Sugarcane:2; Sunflower:10; Sweet_Corn:9; Sweet_Potatoes:1; Tobacco:6; Tomatoes:3; Triticale:5; Winter_Wheat:12
13,Georgia,Douglas,Alfalfa:2; Apples:2; Barley:1; Canola:2; Clover/Wildflowers:1; Corn:17; Cotton:12; Grapes:1; Greens:3; Millet:8; Oats:9; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:6; Pecans:3; Rye:3; Sorghum:10; Soybeans:23; Strawberries:4; Sunflower:10; Sweet_Corn:3; Winter_Wheat:10
13,Georgia,Early,Alfalfa:10; Apples:2; Barley:1; Blueberries:11; Broccoli:5; Cabbage:2; Cantaloupes:2; Carrots:1; Citrus:6; Clover/Wildflowers:8; Corn:39; Cotton:24; Cucumbers:3; Dry_Beans:5; Grapes:12; Greens:7; Herbs:5; Millet:12; Oats:31; Onions:5; Oranges:3; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:12; Pears:1; Peas:9; Pecans:12; Peppers:4; Potatoes:4; Rye:12; Sorghum:23; Soybeans:37; Squash:5; Sugarcane:6; Sunflower:9; Sweet_Corn:8; Sweet_Potatoes:1; Tobacco:2; Tomatoes:1; Triticale:4; Winter_Wheat:12
13,Georgia,Echols,Alfalfa:5; Blueberries:12; Broccoli:5; Cabbage:7; Caneberries:2; Canola:2; Cantaloupes:8; Citrus:7; Clover/Wildflowers:5; Corn:35; Cotton:22; Cucumbers:8; Dry_Beans:5; Grapes:11; Greens:6; Herbs:5; Millet:12; Oats:26; Olives:10; Onions:8; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:12; Peas:11; Pecans:11; Peppers:7; Potatoes:2; Rape_Seed:1; Rye:12; Sorghum:17; Soybeans:33; Squash:5; Strawberries:1; Sugarcane:4; Sunflower:10; Sweet_Corn:8; Sweet_Potatoes:6; Tobacco:12; Tomatoes:4; Triticale:4; Winter_Wheat:12
13,Georgia,Effingham,Alfalfa:1; Barley:1; Blueberries:12; Cabbage:1; Canola:1; Cantaloupes:1; Carrots:2; Citrus:1; Clover/Wildflowers:1; Corn:25; Cotton:23; Cucumbers:1; Grapes:4; Greens:2; Herbs:5; Millet:12; Oats:26; Onions:6; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Pears:1; Peas:4; Pecans:12; Rape_Seed:1; Rye:12; Sorghum:17; Soybeans:34; Squash:1; Sunflower:7; Sweet_Corn:3; Sweet_Potatoes:2; Tobacco:6; Triticale:2; Winter_Wheat:11
13,Georgia,Elbert,Alfalfa:9; Apples:3; Barley:2; Blueberries:5; Broccoli:1; Caneberries:1; Canola:4; Cantaloupes:1; Corn:37; Cotton:19; Cucumbers:2; Greens:1; Herbs:5; Millet:12; Oats:31; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:10; Peas:4; Pecans:9; Rye:11; Sorghum:24; Soybeans:35; Squash:2; Strawberries:3; Sunflower:6; Sweet_Corn:4; Tobacco:1; Triticale:5; Winter_Wheat:12
13,Georgia,Emanuel,Alfalfa:7; Barley:5; Blueberries:12; Broccoli:3; Cabbage:3; Canola:3; Cantaloupes:1; Carrots:3; Cauliflower:1; Citrus:4; Clover/Wildflowers:3; Corn:40; Cotton:24; Cucumbers:3; Dry_Beans:5; Eggplants:1; Grapes:9; Greens:5; Herbs:10; Millet:12; Oats:36; Olives:6; Onions:12; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:12; Pears:2; Peas:8; Pecans:12; Peppers:3; Rape_Seed:2; Rye:12; Sorghum:23; Soybeans:45; Squash:8; Strawberries:5; Sugarcane:2; Sunflower:9; Sweet_Corn:11; Sweet_Potatoes:9; Tobacco:12; Triticale:7; Winter_Wheat:12
13,Georgia,Evans,Alfalfa:3; Barley:1; Blueberries:10; Canola:1; Carrots:2; Citrus:4; Clover/Wildflowers:2; Corn:27; Cotton:23; Cucumbers:3; Dry_Beans:1; Grapes:6; Greens:2; Herbs:8; Millet:12; Oats:27; Olives:7; Onions:12; Oranges:3; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:12; Pears:3; Peas:4; Pecans:12; Peppers:3; Potatoes:1; Rape_Seed:1; Rye:11; Sorghum:19; Soybeans:33; Squash:4; Sunflower:7; Sweet_Corn:9; Sweet_Potatoes:10; Tobacco:11; Triticale:3; Winter_Wheat:12
13,Georgia,Fannin,Alfalfa:4; Apples:12; Barley:7; Cabbage:1; Canola:5; Clover/Wildflowers:1; Corn:19; Cotton:13; Dry_Beans:1; Grapes:1; Greens:9; Herbs:1; Millet:8; Oats:6; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:2; Pecans:7; Potatoes:1; Pumpkins:2; Rye:8; Sorghum:15; Soybeans:31; Strawberries:3; Sunflower:5; Sweet_Corn:5; Tomatoes:2; Winter_Wheat:9
13,Georgia,Fayette,Alfalfa:4; Apples:5; Barley:2; Blueberries:2; Canola:3; Clover/Wildflowers:4; Corn:22; Cotton:13; Grapes:4; Greens:2; Herbs:3; Millet:9; Oats:21; Other_Hay/Non_Alfalfa:11; Peaches:10; Peanuts:8; Peas:1; Pecans:7; Peppers:1; Rye:10; Sorghum:17; Soybeans:31; Strawberries:4; Sunflower:6; Sweet_Corn:3; Winter_Wheat:11
13,Georgia,Floyd,Alfalfa:7; Apples:6; Barley:4; Blueberries:3; Cabbage:1; Canola:5; Clover/Wildflowers:3; Corn:23; Cotton:14; Cucumbers:1; Greens:2; Millet:11; Oats:16; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:7; Peas:1; Pecans:3; Potatoes:1; Rye:8; Sorghum:17; Soybeans:34; Strawberries:7; Sunflower:10; Sweet_Corn:4; Tomatoes:1; Winter_Wheat:12
13,Georgia,Forsyth,Alfalfa:6; Apples:6; Blueberries:1; Cabbage:1; Canola:2; Clover/Wildflowers:2; Corn:25; Cotton:15; Grapes:2; Greens:6; Herbs:2; Millet:10; Oats:14; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:5; Peas:1; Pecans:6; Pumpkins:1; Rye:10; Sorghum:16; Soybeans:27; Strawberries:3; Sunflower:4; Sweet_Corn:4; Tomatoes:4; Winter_Wheat:12
13,Georgia,Franklin,Alfalfa:8; Apples:5; Barley:4; Blueberries:6; Cabbage:1; Canola:6; Clover/Wildflowers:2; Corn:34; Cotton:17; Cucumbers:1; Dry_Beans:1; Grapes:1; Greens:2; Herbs:2; Millet:12; Oats:30; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:7; Peas:4; Pecans:8; Potatoes:2; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:39; Strawberries:1; Sunflower:5; Sweet_Corn:3; Tobacco:1; Tomatoes:5; Triticale:3; Winter_Wheat:12
13,Georgia,Fulton,Alfalfa:4; Apples:7; Barley:1; Blueberries:4; Cabbage:1; Canola:2; Clover/Wildflowers:1; Corn:24; Cotton:13; Grapes:1; Greens:5; Herbs:2; Millet:8; Oats:17; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:9; Peas:1; Pecans:6; Rye:5; Sorghum:19; Soybeans:26; Strawberries:5; Sunflower:7; Sweet_Corn:1; Winter_Wheat:12
13,Georgia,Gilmer,Alfalfa:2; Apples:12; Barley:7; Cabbage:2; Canola:3; Corn:19; Cotton:11; Grapes:1; Greens:8; Millet:6; Oats:11; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:4; Peas:1; Pecans:7; Rye:4; Sorghum:16; Soybeans:30; Strawberries:2; Sunflower:3; Sweet_Corn:1; Tomatoes:1; Winter_Wheat:10
13,Georgia,Glascock,Alfalfa:4; Barley:2; Blueberries:8; Cabbage:1; Canola:6; Cantaloupes:2; Clover/Wildflowers:5; Corn:34; Cotton:23; Cucumbers:3; Dry_Beans:4; Grapes:5; Greens:4; Herbs:10; Millet:12; Oats:30; Olives:4; Onions:5; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:12; Peas:5; Pecans:11; Peppers:3; Potatoes:1; Rape_Seed:1; Rye:12; Sorghum:24; Soybeans:39; Squash:3; Strawberries:3; Sunflower:9; Sweet_Corn:3; Tobacco:3; Tomatoes:1; Triticale:4; Winter_Wheat:12
13,Georgia,Glynn,Blueberries:12; Citrus:1; Corn:12; Cotton:17; Grapes:3; Millet:4; Oats:4; Olives:1; Onions:2; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:11; Pears:1; Peas:2; Pecans:10; Rye:5; Sorghum:4; Soybeans:18; Sweet_Corn:2; Tobacco:2; Winter_Wheat:6
13,Georgia,Gordon,Alfalfa:6; Apples:10; Barley:12; Blueberries:3; Cabbage:2; Canola:7; Clover/Wildflowers:1; Corn:22; Cotton:15; Cucumbers:1; Greens:8; Millet:10; Oats:21; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:7; Peas:1; Pecans:3; Potatoes:1; Pumpkins:1; Rye:7; Sorghum:18; Soybeans:40; Strawberries:7; Sunflower:8; Sweet_Corn:4; Winter_Wheat:11
13,Georgia,Grady,Alfalfa:8; Barley:2; Blueberries:12; Broccoli:8; Cabbage:7; Canola:1; Cantaloupes:10; Citrus:6; Clover/Wildflowers:7; Corn:33; Cotton:25; Cucumbers:5; Dry_Beans:10; Eggplants:4; Grapes:10; Greens:7; Herbs:6; Millet:12; Oats:33; Olives:4; Onions:2; Oranges:6; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:12; Peas:10; Pecans:12; Peppers:9; Potatoes:2; Rye:12; Sorghum:22; Soybeans:39; Squash:7; Sunflower:7; Sweet_Corn:11; Sweet_Potatoes:1; Tobacco:6; Tomatoes:3; Triticale:4; Vetch:1; Winter_Wheat:12
13,Georgia,Greene,Alfalfa:8; Apples:4; Barley:1; Blueberries:5; Caneberries:1; Canola:5; Clover/Wildflowers:1; Corn:35; Cotton:22; Dry_Beans:1; Greens:1; Herbs:7; Millet:12; Oats:25; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:12; Peas:4; Pecans:11; Peppers:1; Rape_Seed:1; Rye:12; Sorghum:24; Soybeans:33; Spring_Wheat:1; Squash:2; Strawberries:2; Sunflower:5; Sweet_Corn:4; Tobacco:2; Triticale:3; Winter_Wheat:12
13,Georgia,Gwinnett,Alfalfa:5; Apples:6; Barley:2; Blueberries:6; Cabbage:2; Canola:4; Corn:28; Cotton:17; Dry_Beans:1; Grapes:2; Greens:5; Herbs:4; Millet:10; Oats:25; Other_Hay/Non_Alfalfa:12; Peaches:10; Peanuts:6; Peas:1; Pecans:8; Peppers:2; Pumpkins:1; Rape_Seed:1; Rye:10; Sorghum:18; Soybeans:35; Squash:1; Strawberries:4; Sunflower:4; Sweet_Corn:3; Tomatoes:3; Winter_Wheat:12
13,Georgia,Habersham,Alfalfa:8; Apples:7; Barley:4; Blueberries:5; Cabbage:2; Canola:5; Corn:32; Cotton:15; Cucumbers:2; Grapes:1; Greens:3; Herbs:2; Millet:11; Oats:26; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:5; Peas:2; Pecans:7; Peppers:1; Potatoes:2; Pumpkins:1; Rye:10; Sorghum:19; Soybeans:35; Strawberries:4; Sunflower:3; Sweet_Corn:2; Tomatoes:8; Winter_Wheat:12
13,Georgia,Hall,Alfalfa:9; Apples:9; Barley:4; Blueberries:5; Cabbage:3; Canola:5; Clover/Wildflowers:2; Corn:34; Cotton:16; Cucumbers:1; Grapes:5; Greens:8; Herbs:4; Millet:12; Oats:28; Onions:1; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:8; Peas:2; Pecans:8; Potatoes:1; Pumpkins:2; Rye:11; Sorghum:20; Soybeans:36; Strawberries:6; Sunflower:4; Sweet_Corn:5; Tobacco:1; Tomatoes:6; Triticale:1; Winter_Wheat:12
13,Georgia,Hancock,Alfalfa:5; Barley:1; Blueberries:6; Canola:5; Clover/Wildflowers:3; Corn:31; Cotton:19; Cucumbers:1; Dry_Beans:4; Grapes:5; Greens:2; Herbs:6; Millet:11; Oats:23; Onions:1; Oranges:1; Other_Hay/Non_Alfalfa:11; Peaches:10; Peanuts:11; Peas:4; Pecans:12; Rye:12; Sorghum:23; Soybeans:34; Squash:3; Strawberries:4; Sunflower:9; Sweet_Corn:3; Triticale:2; Winter_Wheat:12
13,Georgia,Haralson,Alfalfa:2; Apples:1; Barley:1; Blueberries:1; Clover/Wildflowers:2; Corn:18; Cotton:14; Cucumbers:1; Greens:2; Millet:8; Oats:9; Other_Hay/Non_Alfalfa:12; Peaches:3; Peanuts:8; Pecans:4; Rye:4; Sorghum:11; Soybeans:25; Strawberries:3; Sunflower:9; Sweet_Corn:2; Winter_Wheat:10
13,Georgia,Harris,Alfalfa:3; Apples:3; Barley:1; Corn:20; Cotton:15; Greens:1; Herbs:2; Millet:7; Oats:13; Other_Hay/Non_Alfalfa:11; Peaches:10; Peanuts:9; Pecans:9; Rye:6; Sorghum:16; Soybeans:26; Strawberries:4; Sunflower:4; Sweet_Corn:4; Winter_Wheat:12
13,Georgia,Hart,Alfalfa:10; Barley:6; Blueberries:5; Broccoli:1; Cabbage:1; Caneberries:1; Canola:6; Cantaloupes:1; Citrus:1; Corn:35; Cotton:18; Cucumbers:2; Dry_Beans:1; Grapes:5; Greens:3; Herbs:5; Millet:12; Oats:31; Onions:1; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:9; Peas:4; Pecans:8; Rape_Seed:1; Rye:12; Sorghum:24; Soybeans:40; Strawberries:2; Sunflower:5; Sweet_Corn:1; Tobacco:1; Tomatoes:3; Triticale:4; Winter_Wheat:12
13,Georgia,Heard,Alfalfa:1; Apples:3; Barley:1; Corn:14; Cotton:14; Greens:3; Herbs:1; Millet:6; Oats:10; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:8; Pecans:5; Rye:6; Sorghum:7; Soybeans:25; Strawberries:1; Sunflower:9; Sweet_Corn:3; Winter_Wheat:10
13,Georgia,Henry,Alfalfa:4; Apples:5; Barley:3; Blueberries:5; Canola:2; Citrus:1; Clover/Wildflowers:6; Corn:34; Cotton:20; Cucumbers:1; Grapes:4; Greens:2; Herbs:4; Millet:11; Oats:28; Onions:1; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:9; Peas:2; Pecans:10; Peppers:1; Plums:2; Pumpkins:1; Rye:11; Sorghum:24; Soybeans:39; Squash:1; Strawberries:3; Sunflower:6; Sweet_Corn:7; Tomatoes:1; Triticale:2; Winter_Wheat:12
13,Georgia,Houston,Alfalfa:7; Apples:2; Barley:1; Blueberries:11; Broccoli:3; Cabbage:8; Canola:3; Cantaloupes:5; Citrus:6; Clover/Wildflowers:8; Corn:41; Cotton:24; Cucumbers:5; Dry_Beans:8; Eggplants:1; Grapes:8; Greens:8; Herbs:7; Honeydew_Melons:1; Millet:12; Nectarines:1; Oats:35; Olives:12; Onions:5; Oranges:1; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Pears:1; Peas:12; Pecans:12; Peppers:4; Plums:4; Potatoes:2; Pumpkins:1; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:41; Squash:5; Strawberries:4; Sugarcane:1; Sunflower:12; Sweet_Corn:6; Tobacco:4; Tomatoes:1; Triticale:6; Winter_Wheat:12
13,Georgia,Irwin,Alfalfa:10; Barley:1; Blueberries:12; Broccoli:6; Cabbage:7; Caneberries:2; Canola:2; Cantaloupes:6; Carrots:1; Citrus:6; Clover/Wildflowers:6; Corn:40; Cotton:24; Cucumbers:6; Dry_Beans:10; Eggplants:2; Grapes:12; Greens:7; Herbs:8; Millet:12; Nectarines:1; Oats:35; Olives:11; Onions:6; Oranges:3; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Pears:1; Peas:12; Pecans:12; Peppers:8; Pomegranates:1; Potatoes:1; Pumpkins:2; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:43; Squash:7; Strawberries:3; Sunflower:10; Sweet_Corn:10; Sweet_Potatoes:2; Tobacco:12; Tomatoes:5; Triticale:10; Winter_Wheat:12
13,Georgia,Jackson,Alfalfa:7; Apples:6; Barley:2; Blueberries:7; Cabbage:2; Canola:5; Clover/Wildflowers:1; Corn:35; Cotton:18; Grapes:5; Greens:2; Herbs:2; Millet:12; Oats:28; Onions:1; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:9; Peas:3; Pecans:10; Pumpkins:2; Rye:11; Sorghum:22; Soybeans:37; Strawberries:3; Sunflower:3; Sweet_Corn:4; Tobacco:1; Tomatoes:2; Triticale:2; Winter_Wheat:12
13,Georgia,Jasper,Alfalfa:10; Apples:2; Blueberries:4; Cabbage:1; Canola:4; Clover/Wildflowers:5; Corn:37; Cotton:21; Cucumbers:2; Dry_Beans:3; Grapes:5; Herbs:5; Millet:12; Oats:26; Olives:1; Onions:2; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:10; Peas:3; Pecans:12; Plums:1; Pumpkins:1; Rye:12; Sorghum:24; Soybeans:33; Squash:1; Strawberries:2; Sunflower:8; Sweet_Corn:2; Tomatoes:1; Triticale:2; Winter_Wheat:12
13,Georgia,Jeff Davis,Alfalfa:7; Barley:3; Blueberries:12; Broccoli:4; Cabbage:3; Caneberries:2; Canola:1; Carrots:1; Citrus:3; Clover/Wildflowers:4; Corn:30; Cotton:24; Cucumbers:4; Dry_Beans:3; Eggplants:1; Grapes:12; Greens:2; Herbs:7; Millet:12; Nectarines:1; Oats:33; Olives:5; Onions:10; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:12; Pears:2; Peas:10; Pecans:12; Peppers:3; Plums:1; Pomegranates:1; Rape_Seed:1; Rye:11; Sorghum:22; Soybeans:39; Squash:7; Sugarcane:2; Sunflower:11; Sweet_Corn:7; Sweet_Potatoes:3; Tobacco:12; Tomatoes:2; Triticale:3; Winter_Wheat:12
13,Georgia,Jefferson,Alfalfa:6; Barley:8; Blueberries:11; Broccoli:3; Cabbage:4; Caneberries:1; Canola:8; Cantaloupes:1; Carrots:1; Citrus:4; Clover/Wildflowers:7; Corn:44; Cotton:23; Cucumbers:5; Dry_Beans:5; Eggplants:1; Grapes:9; Greens:5; Herbs:11; Millet:12; Oats:36; Olives:7; Onions:10; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:12; Peas:8; Pecans:12; Peppers:4; Plums:2; Rape_Seed:1; Rye:12; Sorghum:24; Soybeans:48; Squash:4; Strawberries:4; Sugarcane:1; Sunflower:11; Sweet_Corn:7; Sweet_Potatoes:4; Tobacco:8; Triticale:8; Turnips:1; Winter_Wheat:12
13,Georgia,Jenkins,Alfalfa:7; Barley:2; Blueberries:11; Canola:2; Cantaloupes:1; Carrots:1; Citrus:4; Clover/Wildflowers:5; Corn:31; Cotton:23; Cucumbers:1; Dry_Beans:4; Grapes:7; Greens:3; Herbs:9; Millet:12; Oats:33; Olives:4; Onions:11; Oranges:3; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:12; Peas:7; Pecans:12; Peppers:1; Potatoes:1; Rape_Seed:1; Rye:12; Sorghum:22; Soybeans:41; Squash:3; Strawberries:3; Sunflower:10; Sweet_Corn:6; Sweet_Potatoes:7; Tobacco:9; Tomatoes:1; Triticale:5; Winter_Wheat:12
13,Georgia,Johnson,Alfalfa:4; Apples:1; Barley:2; Blueberries:12; Broccoli:1; Cabbage:3; Canola:7; Cantaloupes:1; Carrots:1; Citrus:3; Clover/Wildflowers:5; Corn:41; Cotton:24; Cucumbers:4; Dry_Beans:4; Grapes:8; Greens:3; Herbs:9; Millet:12; Oats:35; Olives:7; Onions:8; Oranges:1; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:12; Pears:2; Peas:8; Pecans:12; Peppers:2; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:45; Squash:4; Strawberries:6; Sugarcane:4; Sunflower:10; Sweet_Corn:7; Sweet_Potatoes:4; Tobacco:7; Tomatoes:1; Triticale:3; Winter_Wheat:12
13,Georgia,Jones,Alfalfa:5; Barley:1; Blueberries:5; Broccoli:2; Canola:3; Citrus:1; Clover/Wildflowers:7; Corn:32; Cotton:22; Dry_Beans:1; Grapes:5; Herbs:5; Millet:12; Nectarines:1; Oats:27; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Peas:3; Pecans:11; Peppers:1; Plums:1; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:33; Squash:1; Strawberries:3; Sunflower:8; Triticale:2; Winter_Wheat:12
13,Georgia,Lamar,Alfalfa:6; Apples:2; Barley:5; Blueberries:5; Canola:4; Clover/Wildflowers:6; Corn:35; Cotton:23; Cucumbers:2; Grapes:5; Greens:1; Herbs:6; Millet:12; Oats:27; Olives:1; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Peas:4; Pecans:11; Peppers:1; Plums:1; Rye:11; Sorghum:23; Soybeans:37; Squash:1; Strawberries:3; Sunflower:8; Sweet_Corn:4; Tomatoes:2; Triticale:3; Winter_Wheat:12
13,Georgia,Lanier,Alfalfa:7; Barley:1; Blueberries:12; Broccoli:8; Cabbage:9; Caneberries:2; Canola:3; Cantaloupes:7; Carrots:1; Citrus:6; Clover/Wildflowers:6; Corn:29; Cotton:24; Cucumbers:6; Dry_Beans:5; Eggplants:1; Grapes:12; Greens:6; Herbs:7; Millet:12; Oats:26; Olives:12; Onions:7; Oranges:1; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:12; Pears:1; Peas:9; Pecans:12; Peppers:7; Plums:2; Pomegranates:1; Rye:12; Sorghum:18; Soybeans:34; Squash:7; Strawberries:1; Sugarcane:4; Sunflower:9; Sweet_Corn:7; Sweet_Potatoes:4; Tobacco:12; Tomatoes:4; Triticale:5; Winter_Wheat:12
13,Georgia,Laurens,Alfalfa:7; Barley:2; Blueberries:11; Broccoli:5; Cabbage:4; Caneberries:1; Canola:6; Cantaloupes:3; Carrots:3; Citrus:3; Clover/Wildflowers:9; Corn:41; Cotton:24; Cucumbers:6; Dry_Beans:5; Garlic:1; Grapes:10; Greens:5; Herbs:9; Millet:12; Oats:35; Olives:9; Onions:11; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Pears:2; Peas:12; Pecans:12; Peppers:6; Plums:4; Pomegranates:1; Potatoes:1; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:44; Squash:6; Strawberries:5; Sugarcane:1; Sunflower:12; Sweet_Corn:9; Sweet_Potatoes:2; Tobacco:9; Tomatoes:2; Triticale:8; Winter_Wheat:12
13,Georgia,Lee,Alfalfa:9; Apples:2; Barley:2; Blueberries:12; Broccoli:7; Cabbage:6; Canola:2; Cantaloupes:6; Citrus:6; Clover/Wildflowers:8; Corn:39; Cotton:24; Cucumbers:5; Dry_Beans:11; Eggplants:1; Grapes:9; Greens:7; Herbs:7; Millet:12; Oats:35; Olives:7; Onions:1; Oranges:5; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:12; Peas:12; Pecans:12; Peppers:4; Potatoes:5; Pumpkins:1; Rape_Seed:1; Rye:12; Sorghum:23; Soybeans:41; Squash:7; Sugarcane:2; Sunflower:12; Sweet_Corn:8; Sweet_Potatoes:1; Tobacco:5; Tomatoes:3; Triticale:5; Vetch:1; Winter_Wheat:12
13,Georgia,Liberty,Alfalfa:4; Blueberries:12; Canola:1; Carrots:1; Citrus:4; Clover/Wildflowers:1; Corn:16; Cotton:20; Dry_Beans:1; Grapes:5; Greens:5; Herbs:4; Millet:12; Oats:13; Onions:12; Oranges:3; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Pears:1; Peas:3; Pecans:12; Peppers:1; Rape_Seed:1; Rye:10; Sorghum:14; Soybeans:23; Strawberries:3; Sunflower:5; Sweet_Corn:5; Sweet_Potatoes:1; Tobacco:8; Triticale:1; Winter_Wheat:11
13,Georgia,Lincoln,Alfalfa:6; Barley:2; Blueberries:6; Broccoli:1; Canola:3; Cantaloupes:1; Citrus:3; Clover/Wildflowers:1; Corn:33; Cotton:17; Grapes:3; Herbs:4; Millet:12; Oats:25; Onions:2; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:10; Peas:6; Pecans:8; Rye:11; Sorghum:22; Soybeans:36; Squash:1; Strawberries:2; Sunflower:2; Sweet_Corn:1; Tobacco:2; Triticale:2; Winter_Wheat:12
